,0,1,2,3,4,5,6,7,8,9,10,11,12
0,4800.90391187609,1586.344262185295,368.0237257459813,158.79876758204733,81.2162146488882,57.45790707864675,37.0229591490626,33.81132395493946,26.30859976522108,22.58820673258469,19.64164380145468,17.97743810069449,16.152056458426625
1,3457.1203513246937,1066.8941684327108,233.20234903886853,117.28947488065828,77.55762688778677,50.15155993724053,37.50307264856799,31.472441724228265,24.740152017561734,21.15393576611185,18.691407224447197,17.10700432765661,15.114454007258658
2,2877.7808831655343,687.0886842819821,166.43110976302478,96.05100795769609,71.03454607183902,46.37995172705057,37.42809994894129,28.575472581164746,23.208073367744134,19.786669024316385,17.877705637549163,16.074885099028368,14.230090611511477
3,2363.803093969368,429.78136192482054,133.95032307888832,85.68052374786362,64.32190815632433,45.033626569390975,35.34158559112931,26.074232473568003,21.575531383249263,18.671443098972304,16.990064748760595,15.017948497854183,13.562874735121238
4,1811.9890149257371,268.76390322584365,117.59221875732128,79.22492588020188,60.20204323670079,43.68080783199321,31.77915253521237,24.01539328274831,20.002335129874943,17.746855570589755,15.94835126062569,14.110672073570717,13.104896726844544
5,1314.0491526146234,179.37466097998742,106.63479207214323,74.8964641674356,58.02985317197279,40.678121570882794,28.16655209175621,22.096443450586097,18.682451206781263,16.809411770415963,14.880267837366475,13.437501582510905,12.817741993557277
6,916.1204924605969,138.34659717290947,96.87999732169968,72.90242366461212,55.19740383369407,36.14763125446753,25.208553897232356,20.27585659006812,17.592487547282246,15.76029279837463,13.97310008219192,13.000487064612685,12.63434456958216
7,613.7741112569281,124.11693432069396,89.69213286463521,72.02835149409309,50.15663379118479,31.30294924230197,22.76796483520219,18.705695864137997,16.566525256036595,14.710165728367988,13.323494422743892,12.745011745986645,12.478109700461467
8,399.2942560163373,118.77595801211184,86.41153721006954,69.33937538502396,43.38928416100755,27.10576253617823,20.607766007541834,17.411634630351593,15.515861748131504,13.84000988920204,12.920151197209616,12.590173239657322,12.33853313389734
9,264.22566403764074,113.1224555374808,85.3588626215808,63.160930077315484,36.360748107160134,23.756991892893474,18.73218308427101,16.27694957404426,14.52138705977903,13.231284044227369,12.69455802221615,12.494899707832635,12.376429557857588
10,190.5254775247182,107.16015690533568,82.79269312874705,54.3352325528572,30.229672773409323,21.037969427019945,17.198963811609783,15.231025123470058,13.715608211668245,12.860127888321463,12.60161904263698,12.575124697756474,13.005832380692476
11,153.84918081332086,102.1708873491096,76.18527120286876,44.6411688875356,25.38482129760978,18.773526386927955,15.953081945551205,14.31136166404338,13.15290834786027,12.695570177014263,12.730809311880517,13.2231821625864,14.792867399880587
12,133.63141744526143,96.09180055643674,66.06368231840253,35.6718300145196,21.698411826277386,16.96605727652446,14.913626386232773,13.583838147890612,12.846140487140914,12.827593027229579,13.437032806656632,14.999223068549892,17.92063662652536
13,118.81644643554971,86.87065636234787,54.36396089055104,28.390269762627742,18.873696966730098,15.599896827118092,14.066538028175907,13.107973036542356,12.905456177268647,13.592227448455528,15.254192051562892,18.071298260450703,21.742746387263974
14,104.72029105899094,74.98085462679296,42.87994605881885,23.001813902765193,16.740523744043582,14.564978337576724,13.457431605008804,13.033049934480037,13.676632744635446,15.488120705477689,18.316260226119432,21.809444723944228,25.41632048975965
